index,random,reversed,almost,sorted
4099,7362,95421,1717,1717
4100,5899,95418,1717,1719
4101,813,95418,1719,1720
4102,4218,95417,1720,1720
4103,2603,95416,1720,1720
4104,9930,95416,1720,1721
4105,3069,95414,1721,1721
4106,844,95413,1721,1722
4107,18,95404,1722,1722
4108,8263,95403,1722,1722
4109,8974,95402,1722,1724
4110,8826,95401,1724,1724
4111,8586,95401,1724,1724
4112,5409,95400,1724,1724
4113,4031,95399,1724,1726
4114,7654,95398,1726,1726
4115,7232,95398,1726,1726
4116,2237,95396,1726,1728
4117,1026,95395,1728,1728
4118,8650,95394,1728,1728
4119,9742,95393,1728,1729
4120,6694,95393,1729,1730
4121,5861,95392,1730,1730
4122,2658,95388,1730,1732
4123,8330,95387,1732,1733
4124,7288,95386,1733,1734
4125,4076,95386,1734,1735
4126,9989,95386,1735,1736
4127,517,95385,1736,1736
4128,4090,95383,1736,1737
4129,2003,95382,1737,1737
4130,4943,95380,1737,1737
4131,9676,95379,1737,1738
4132,8042,95378,1738,1738
4133,9658,95378,1738,1738
4134,8113,95378,1738,1739
4135,5398,95377,1739,1740
4136,9311,95377,1740,1741
4137,2363,95376,1741,1741
4138,3810,95376,1741,1741
4139,1604,95374,1741,1742
4140,769,95372,1742,1743
4141,813,95371,1743,1744
4142,6317,95371,1744,1745
4143,8047,95369,1745,1745
4144,2961,95367,1745,1745
4145,2797,95367,1745,1746
4146,9469,95365,1746,1746
4147,8258,95365,1746,1747
4148,1863,95365,1747,1747
4149,1764,95363,1747,1747
4150,9175,95362,1747,1748
4151,373,95362,1748,1748
4152,8240,95360,1748,1748
4153,1136,95360,1748,1749
4154,4,95359,1749,1749
4155,1995,95359,1749,1750
4156,2224,95358,1750,1750
4157,7296,95358,1750,1750
4158,8728,95358,1750,1751
4159,8864,95357,1751,1751
4160,8542,95353,1751,1752
4161,2276,95353,1752,1752
4162,4598,95352,1752,1752
4163,9953,95352,1752,1753
4164,2425,95351,1753,1754
4165,9969,95350,1754,1755
4166,2172,95349,1755,1756
4167,7958,95347,1756,1756
4168,6058,95346,1756,1756
4169,6520,95345,1756,1757
4170,1777,95343,1757,1758
4171,9417,95343,1758,1758
4172,962,95342,1758,1759
4173,8463,95342,1759,1761
4174,9702,95342,1761,1761
4175,1061,95337,1761,1761
4176,8475,95337,1761,1762
4177,859,95337,1762,1763
4178,9367,95334,1763,1763
4179,290,95333,1763,1764
4180,4799,95333,1764,1764
4181,2698,95332,1764,1764
4182,8344,95332,1764,1765
4183,1185,95332,1765,1765
4184,139,95331,1765,1765
4185,9417,95330,1765,1765
4186,6819,95330,1765,1768
4187,3389,95328,1768,1768
4188,3708,95328,1768,1768
4189,4458,95328,1768,1768
4190,3761,95327,1768,1770
4191,4990,95326,1770,1770
4192,7710,95325,1770,1770
4193,7837,95325,1770,1771
4194,5098,95325,1771,1771
4195,5913,95325,1771,1771
4196,3031,95324,1771,1771
4197,8898,95324,1771,1772
4198,9994,95323,1772,1773
4199,5872,95323,1773,1773
4200,3561,95322,1773,1774
4201,1662,95322,1774,1774
4202,2606,95322,1774,1775
4203,2237,95321,1775,1775
4204,9771,95319,1775,1776
4205,2946,95319,1776,1777
4206,9631,95318,1777,1777
4207,9079,95317,1777,1777
4208,3138,95317,1777,1777
4209,7196,95315,1777,1778
4210,1488,95310,1778,1779
4211,4735,95308,1779,1780
4212,6630,95307,1780,1780
4213,2501,95302,1780,1781
4214,9812,95298,1781,1781
4215,4034,95298,1781,1781
4216,1768,95297,1781,1782
4217,1494,95296,1782,1783
4218,1158,95295,1783,1783
4219,2291,95295,1783,1783
4220,4979,95295,1783,1784
4221,8692,95295,1784,1785
4222,6212,95292,1785,1785
4223,1660,95291,1785,1785
4224,895,95291,1785,1786
4225,2660,95289,1786,1787
4226,1392,95289,1787,1790
4227,4780,95288,1790,1790
4228,9623,95287,1790,1790
4229,1203,95287,1790,1790
4230,6827,95286,1790,1791
4231,6994,95285,1791,1791
4232,232,95283,1791,1792
4233,5067,95282,1792,1792
4234,7917,95282,1792,1793
4235,218,95280,1793,1793
4236,393,95280,1793,1793
4237,9875,95278,1793,1794
4238,1219,95275,1794,1794
4239,2171,95274,1794,1794
4240,678,95274,1794,1795
4241,7507,95274,1795,1795
4242,7393,95274,1795,1795
4243,727,95273,1795,1796
4244,3036,95273,1796,1796
4245,787,95273,1796,1797
4246,8051,95272,1797,1797
4247,3916,95271,1797,1797
4248,7047,95271,1797,1797
4249,2501,95271,1797,1798
4250,8496,95270,1798,1799
4251,4696,95270,1799,1801
4252,9625,95268,1801,1801
4253,5735,95265,1801,1801
4254,3747,95265,1801,1801
4255,6474,95263,1801,1802
4256,1555,95263,1802,1802
4257,3945,95262,1802,1802
4258,6552,95262,1802,1802
4259,2634,95261,1802,1802
4260,6933,95260,1802,1803
4261,5638,95259,1803,1804
4262,5609,95258,1804,1805
4263,8157,95256,1805,1805
4264,9997,95255,1805,1806
4265,6762,95255,1806,1806
4266,6975,95254,1806,1806
4267,6268,95254,1806,1806
4268,5873,95249,1806,1806
4269,3378,95249,1806,1807
4270,7942,95248,1807,1807
4271,9912,95247,1807,1807
4272,466,95246,1807,1808
4273,690,95245,1808,1809
4274,7601,95244,1809,1809
4275,3386,95243,1809,1809
4276,7558,95242,1809,1809
4277,5460,95241,1809,1809
4278,8870,95240,1809,1809
4279,7324,95239,1809,1810
4280,9250,95239,1810,1811
4281,7869,95238,1811,1812
4282,6294,95237,1812,1814
4283,5490,95237,1814,1814
4284,2294,95237,1814,1814
4285,5708,95235,1814,1814
4286,1724,95232,1814,1814
4287,6136,95232,1814,1815
4288,1575,95231,1815,1815
4289,6881,95226,1815,1815
4290,3518,95221,1815,1815
4291,1807,95220,1815,1815
4292,1975,95219,1815,1815
4293,8327,95218,1815,1816
4294,6145,95217,1816,1816
4295,4375,95217,1816,1816
4296,3541,95212,1816,1818
4297,9351,95211,1818,1818
4298,5281,95211,1818,1819
4299,3452,95210,1819,1819
4300,877,95205,1819,1819
4301,6637,95205,1819,1819
4302,6236,95205,1819,1821
4303,8885,95202,1821,1821
4304,8906,95202,1821,1821
4305,6336,95199,1821,1821
4306,37,95199,1821,1823
4307,8899,95199,1823,1824
4308,3762,95198,1824,1824
4309,506,95197,1824,1826
4310,5535,95197,1826,1826
4311,3344,95196,1826,1827
4312,8725,95195,1827,1828
4313,9770,95194,1828,1828
4314,4593,95194,1828,1829
4315,8928,95191,1829,1830
4316,5498,95191,1830,1832
4317,9341,95189,1832,1834
4318,7231,95189,1834,1836
4319,7628,95189,1836,1838
4320,2529,95185,1838,1838
4321,193,95183,1838,1838
4322,6589,95181,1838,1839
4323,793,95180,1839,1839
4324,3740,95178,1839,1839
4325,8464,95177,1839,1839
4326,2984,95173,1839,1840
4327,9589,95171,1840,1840
4328,6048,95170,1840,1841
4329,7065,95169,1841,1841
4330,8213,95169,1841,1843
4331,9761,95169,1843,1844
4332,7503,95169,1844,1844
4333,8615,95168,1844,1845
4334,832,95167,1845,1846
4335,3578,95165,1846,1846
4336,5631,95165,1846,1846
4337,9679,95165,1846,1846
4338,5459,95165,1846,1846
4339,7058,95163,1846,1847
4340,3510,95162,1847,1848
4341,5199,95162,1848,1848
4342,382,95157,1848,1851
4343,7,95157,1851,1851
4344,4366,95156,1851,1851
4345,1329,95152,1851,1851
4346,2972,95150,1851,1852
4347,1938,95149,1852,1852
4348,106,95146,1852,1852
4349,417,95146,1852,1852
4350,2657,95146,1852,1854
4351,8184,95146,1854,1854
4352,7856,95144,1854,1854
4353,4306,95144,1854,1854
4354,1866,95143,1854,1855
4355,4912,95142,1855,1855
4356,4601,95140,1855,1856
4357,7560,95139,1856,1856
4358,6715,95139,1856,1857
4359,7741,95138,1857,1857
4360,6385,95138,1857,1858
4361,4850,95138,1858,1858
4362,8139,95137,1858,1858
4363,9061,95136,1858,1858
4364,2850,95136,1858,1859
4365,9392,95135,1859,1859
4366,1301,95135,1859,1859
4367,7750,95134,1859,1859
4368,534,95134,1859,1860
4369,9970,95134,1860,1860
4370,4847,95129,1860,1861
4371,4275,95126,1861,1861
4372,1738,95125,1861,1861
4373,9928,95125,1861,1862
4374,4310,95125,1862,1862
4375,6912,95123,1862,1862
4376,8160,95122,1862,1862
4377,1140,95122,1862,1863
4378,5333,95120,1863,1864
4379,6483,95120,1864,1864
4380,4562,95118,1864,1865
4381,276,95115,1865,1866
4382,2763,95114,1866,1866
4383,4259,95114,1866,1867
4384,4090,95114,1867,1867
4385,2830,95113,1867,1869
4386,8872,95112,1869,1869
4387,8063,95112,1869,1870
4388,1164,95112,1870,1872
4389,1524,95112,1872,1872
4390,402,95111,1872,1874
4391,5889,95108,1874,1875
4392,3803,95107,1875,1875
4393,8401,95105,1875,1876
4394,855,95104,1876,1876
4395,4613,95104,1876,1877
4396,1371,95104,1877,1877
4397,3318,95103,1877,1877
4398,7,95103,1877,1878
4399,5187,95101,1878,1878
4400,300,95101,1878,1879
4401,9425,95101,1879,1879
4402,5038,95101,1879,1881
4403,1707,95100,1881,1883
4404,5795,95097,1883,1883
4405,7935,95097,1883,1884
4406,6417,95095,1884,1884
4407,5113,95094,1884,1884
4408,8362,95094,1884,1884
4409,6237,95094,1884,1884
4410,9057,95092,1884,1884
4411,6473,95089,1884,1884
4412,4860,95085,1884,1884
4413,3438,95085,1884,1885
4414,6647,95084,1885,1885
4415,2333,95083,1885,1885
4416,5953,95083,1885,1885
4417,8719,95082,1885,1885
4418,1442,95080,1885,1886
4419,2123,95080,1886,1886
4420,139,95079,1886,1886
4421,1191,95079,1886,1887
4422,285,95078,1887,1887
4423,4479,95078,1887,1887
4424,6365,95076,1887,1887
4425,8768,95075,1887,1888
4426,9527,95074,1888,1888
4427,3850,95071,1888,1889
4428,2944,95071,1889,1890
4429,8707,95070,1890,1890
4430,1320,95069,1890,1892
4431,4155,95067,1892,1893
4432,1111,95066,1893,1893
4433,5950,95066,1893,1893
4434,5690,95063,1893,1893
4435,9160,95063,1893,1894
4436,2690,95063,1894,1895
4437,2043,95062,1895,1896
4438,9637,95061,1896,1896
4439,9603,95060,1896,1898
4440,5899,95060,1898,1900
4441,9153,95059,1900,1900
4442,8742,95058,1900,1900
4443,2969,95057,1900,1900
4444,197,95057,1900,1902
4445,5297,95057,1902,1902
4446,5757,95057,1902,1904
4447,489,95057,1904,1905
4448,3244,95056,1905,1906
4449,4675,95056,1906,1906
4450,7112,95055,1906,1907
4451,448,95053,1907,1907
4452,6191,95052,1907,1907
4453,5516,95050,1907,1908
4454,6507,95049,1908,1908
4455,6637,95049,1908,1908
4456,1845,95048,1908,1909
4457,566,95048,1909,1909
4458,9299,95047,1909,1909
4459,561,95047,1909,1910
4460,3815,95046,1910,1911
4461,5267,95046,1911,1911
4462,1830,95044,1911,1911
4463,8295,95042,1911,1911
4464,1612,95041,1911,1912
4465,1599,95039,1912,1913
4466,9822,95039,1913,1914
4467,3076,95037,1914,1914
4468,4746,95037,1914,1914
4469,5159,95035,1914,1914
4470,4899,95035,1914,1915
4471,6049,95033,1915,1915
4472,5524,95032,1915,1916
4473,1382,95032,1916,1917
4474,7039,95031,1917,1918
4475,671,95030,1918,1919
4476,4986,95029,1919,1919
4477,5857,95029,1919,1919
4478,9222,95029,1919,1920
4479,4032,95027,1920,1921
4480,7824,95027,1921,1921
4481,5219,95026,1921,1923
4482,3217,95025,1923,1923
4483,9825,95025,1923,1924
4484,9486,95022,1924,1925
4485,4439,95021,1925,1926
4486,2428,95019,1926,1926
4487,6909,95014,1926,1927
4488,1156,95013,1927,1927
4489,7028,95012,1927,1927
4490,1712,95010,1927,1927
4491,3769,95009,1927,1927
4492,5860,95008,1927,1927
4493,6279,95005,1927,1927
4494,8202,95005,1927,1930
4495,8133,95001,1930,1930
4496,9050,95001,1930,1931
4497,9018,94999,1931,1932
4498,9692,94999,1932,1932
4499,3239,94999,1932,1932
4500,2962,94998,1932,1933
4501,5713,94997,1933,1935
4502,988,94996,1935,1935
4503,2802,94994,1935,1936
4504,5568,94993,1936,1938
4505,911,94991,1938,1938
4506,3262,94991,1938,1939
4507,5385,94991,1939,1939
4508,2648,94989,1939,1941
4509,484,94988,1941,1942
4510,3396,94986,1942,1942
4511,4555,94986,1942,1943
4512,7222,94984,1943,1943
4513,8244,94984,1943,1944
4514,6735,94983,1944,1944
4515,5152,94983,1944,1944
4516,1080,94982,1944,1944
4517,7886,94982,1944,1946
4518,1942,94980,1946,1946
4519,3223,94979,1946,1947
4520,6118,94978,1947,1949
4521,4105,94978,1949,1949
4522,6218,94977,1949,1949
4523,1201,94977,1949,1949
4524,7276,94976,1949,1949
4525,6629,94973,1949,1950
4526,8064,94971,1950,1950
4527,3548,94966,1950,1950
4528,7645,94965,1950,1950
4529,7022,94963,1950,1951
4530,6823,94963,1951,1953
4531,2992,94963,1953,1954
4532,5219,94963,1954,1955
4533,397,94962,1955,1955
4534,836,94962,1955,1955
4535,4285,94961,1955,1955
4536,8407,94958,1955,1956
4537,3685,94953,1956,1956
4538,9541,94951,1956,1956
4539,6854,94951,1956,1956
4540,6988,94951,1956,1957
4541,6240,94948,1957,1957
4542,8459,94944,1957,1958
4543,9593,94942,1958,1958
4544,208,94942,1958,1958
4545,9691,94941,1958,1959
4546,5935,94941,1959,1959
4547,1466,94938,1959,1960
4548,7046,94938,1960,1961
4549,7512,94938,1961,1961
4550,7200,94937,1961,1961
4551,8821,94935,1961,1961
4552,4889,94935,1961,1961
4553,3229,94934,1961,1964
4554,1456,94934,1964,1964
4555,3888,94934,1964,1967
4556,9843,94934,1967,1968
4557,5133,94934,1968,1968
4558,8245,94933,1968,1968
4559,7669,94933,1968,1970
4560,3029,94932,1970,1971
4561,7329,94932,1971,1973
4562,8839,94930,1973,1973
4563,6593,94930,1973,1973
4564,6191,94929,1973,1973
4565,7990,94928,1973,1973
4566,2112,94925,1973,1973
4567,6869,94924,1973,1973
4568,5270,94921,1973,1974
4569,50,94921,1974,1975
4570,2332,94917,1975,1975
4571,3121,94917,1975,1975
4572,8915,94916,1975,1976
4573,3829,94915,1976,1976
4574,7459,94914,1976,1976
4575,9267,94912,1976,1976
4576,3443,94910,1976,1977
4577,853,94910,1977,1978
4578,4206,94909,1978,1979
4579,4021,94908,1979,1980
4580,8619,94906,1980,1980
4581,4675,94905,1980,1980
4582,1832,94905,1980,1980
4583,6032,94905,1980,1980
4584,4904,94904,1980,1981
4585,8449,94903,1981,1981
4586,8202,94903,1981,1981
4587,7339,94903,1981,1982
4588,9604,94903,1982,1983
4589,109,94902,1983,1983
4590,8534,94902,1983,1984
4591,3667,94901,1984,1984
4592,4232,94901,1984,1984
4593,1865,94898,1984,1985
4594,5863,94898,1985,1987
4595,3973,94897,1987,1988
4596,3154,94896,1988,1989
4597,6023,94895,1989,1989
4598,9268,94895,1989,1989
4599,1819,94894,1989,1990
4600,4274,94893,1990,1990
4601,4340,94893,1990,1991
4602,3347,94890,1991,1991
4603,9280,94889,1991,1992
4604,4855,94888,1992,1992
4605,8715,94888,1992,1993
4606,4559,94887,1993,1993
4607,2768,94887,1993,1994
4608,6666,94886,1994,1995
4609,5632,94882,1995,1995
4610,6710,94881,1995,1995
4611,8070,94880,1995,1996
4612,3240,94879,1996,1996
4613,8832,94878,1996,1997
4614,7717,94878,1997,1997
4615,8595,94877,1997,1999
4616,9796,94877,1999,2000
4617,4861,94876,2000,2000
4618,5907,94876,2000,2001
4619,6853,94875,2001,2003
4620,2643,94875,2003,2003
4621,654,94875,2003,2003
4622,9073,94873,2003,2003
4623,9309,94871,2003,2004
4624,6161,94869,2004,2004
4625,1192,94869,2004,2005
4626,8692,94867,2005,2005
4627,7711,94866,2005,2006
4628,3552,94865,2006,2006
4629,9613,94862,2006,2006
4630,928,94862,2006,2006
4631,3408,94861,2006,2007
4632,1806,94861,2007,2007
4633,3337,94859,2007,2008
4634,2919,94856,2008,2009
4635,2052,94856,2009,2009
4636,8091,94855,2009,2010
4637,320,94852,2010,2012
4638,2030,94852,2012,2012
4639,5296,94852,2012,2013
4640,1864,94851,2013,2013
4641,75,94849,2013,2014
4642,218,94848,2014,2015
4643,6068,94847,2015,2015
4644,8584,94847,2015,2016
4645,9717,94847,2016,2016
4646,8006,94845,2016,2017
4647,4806,94843,2017,2018
4648,8155,94843,2018,2019
4649,4647,94841,2019,2019
4650,9492,94837,2019,2019
4651,6603,94836,2019,2020
4652,2914,94836,2020,2021
4653,4223,94836,2021,2021
4654,1300,94835,2021,2021
4655,3137,94831,2021,2022
4656,9291,94830,2022,2022
4657,6630,94830,2022,2022
4658,599,94830,2022,2023
4659,3782,94827,2023,2023
4660,76,94825,2023,2023
4661,8291,94822,2023,2023
4662,2109,94821,2023,2024
4663,222,94821,2024,2024
4664,1584,94820,2024,2024
4665,8102,94820,2024,2027
4666,2027,94819,2027,2027
4667,8810,94819,2027,2027
4668,5270,94819,2027,2028
4669,531,94817,2028,2028
4670,7382,94817,2028,2029
4671,336,94817,2029,2030
4672,623,94816,2030,2033
4673,4176,94815,2033,2034
4674,3042,94813,2034,2034
4675,5185,94812,2034,2034
4676,9211,94811,2034,2036
4677,6357,94810,2036,2037
4678,7211,94809,2037,2039
4679,9027,94809,2039,2039
4680,2044,94809,2039,2039
4681,1033,94808,2039,2039
4682,9314,94808,2039,2040
4683,5656,94807,2040,2040
4684,6319,94807,2040,2040
4685,3927,94807,2040,2041
4686,4971,94806,2041,2042
4687,1659,94802,2042,2042
4688,5407,94801,2042,2043
4689,1765,94798,2043,2043
4690,1819,94798,2043,2044
4691,1574,94795,2044,2044
4692,3766,94794,2044,2044
4693,5063,94793,2044,2045
4694,3229,94790,2045,2046
4695,4930,94790,2046,2046
4696,5198,94790,2046,2047
4697,4802,94787,2047,2047
4698,1713,94786,2047,2048
4699,2665,94784,2048,2049
4700,3160,94783,2049,2049
4701,7894,94783,2049,2050
4702,3019,94782,2050,2050
4703,4448,94781,2050,2050
4704,1335,94780,2050,2050
4705,3115,94775,2050,2050
4706,9266,94774,2050,2051
4707,7084,94773,2051,2051
4708,3102,94772,2051,2051
4709,8857,94770,2051,2052
4710,8223,94769,2052,2052
4711,8029,94765,2052,2053
4712,3619,94764,2053,2054
4713,8256,94764,2054,2054
4714,2311,94760,2054,2054
4715,8245,94759,2054,2054
4716,4173,94757,2054,2055
4717,3868,94757,2055,2055
4718,6779,94755,2055,2056
4719,768,94752,2056,2057
4720,6695,94751,2057,2057
4721,9996,94749,2057,2057
4722,8485,94749,2057,2058
4723,6921,94749,2058,2058
4724,6200,94748,2058,2058
4725,6272,94748,2058,2059
4726,3838,94747,2059,2059
4727,3781,94747,2059,2059
4728,2175,94746,2059,2060
4729,879,94744,2060,2060
4730,8757,94742,2060,2061
4731,7566,94742,2061,2061
4732,7584,94741,2061,2061
4733,2875,94740,2061,2062
4734,3645,94737,2062,2062
4735,6641,94737,2062,2062
4736,3098,94734,2062,2064
4737,1946,94733,2064,2064
4738,478,94733,2064,2064
4739,232,94733,2064,2065
4740,3676,94733,2065,2065
4741,2930,94732,2065,2066
4742,7370,94732,2066,2066
4743,1642,94732,2066,2066
4744,2444,94732,2066,2066
4745,8396,94731,2066,2067
4746,9597,94729,2067,2067
4747,1074,94728,2067,2067
4748,3129,94726,2067,2068
4749,2486,94726,2068,2068
4750,9700,94726,2068,2068
4751,6726,94725,2068,2069
4752,8974,94723,2069,2069
4753,4512,94721,2069,2070
4754,5058,94720,2070,2070
4755,3746,94717,2070,2071
4756,8182,94717,2071,2072
4757,7055,94717,2072,2072
4758,7590,94716,2072,2072
4759,62,94713,2072,2072
4760,5978,94713,2072,2072
4761,1836,94712,2072,2073
4762,614,94711,2073,2074
4763,7546,94711,2074,2074
4764,841,94709,2074,2074
4765,2536,94708,2074,2075
4766,8448,94706,2075,2076
4767,412,94706,2076,2077
4768,1470,94704,2077,2077
4769,6229,94703,2077,2080
4770,9958,94701,2080,2080
4771,1639,94701,2080,2082
4772,1227,94701,2082,2082
4773,7763,94700,2082,2082
4774,6874,94697,2082,2083
4775,6883,94696,2083,2083
4776,1568,94696,2083,2084
4777,3264,94696,2084,2084
4778,7017,94691,2084,2084
4779,6596,94691,2084,2084
4780,4854,94690,2084,2085
4781,1279,94690,2085,2085
4782,3117,94690,2085,2086
4783,6873,94689,2086,2086
4784,6121,94688,2086,2087
4785,240,94688,2087,2087
4786,7562,94687,2087,2087
4787,1556,94684,2087,2088
4788,602,94681,2088,2089
4789,6850,94678,2089,2091
4790,7601,94676,2091,2091
4791,5249,94676,2091,2091
4792,6374,94676,2091,2091
4793,8616,94674,2091,2092
4794,3318,94674,2092,2092
4795,6078,94674,2092,2092
4796,9489,94671,2092,2092
4797,7976,94671,2092,2092
4798,2471,94670,2092,2093
4799,6955,94670,2093,2094
4800,1064,94668,2094,2095
4801,6242,94668,2095,2095
4802,8080,94667,2095,2095
4803,3343,94667,2095,2096
4804,7546,94665,2096,2097
4805,3634,94664,2097,2097
4806,1115,94662,2097,2098
4807,3026,94662,2098,2099
4808,8825,94662,2099,2100
4809,1,94662,2100,2100
4810,8775,94661,2100,2101
4811,7839,94660,2101,2102
4812,1177,94660,2102,2103
4813,8414,94658,2103,2104
4814,2677,94656,2104,2104
4815,6197,94655,2104,2104
4816,3268,94655,2104,2104
4817,8875,94654,2104,2105
4818,9846,94654,2105,2106
4819,8341,94654,2106,2107
4820,3943,94653,2107,2107
4821,117,94653,2107,2108
4822,469,94649,2108,2109
4823,1571,94648,2109,2109
4824,2898,94648,2109,2110
4825,1235,94648,2110,2111
4826,371,94647,2111,2111
4827,5613,94646,2111,2112
4828,5824,94645,2112,2112
4829,8274,94644,2112,2112
4830,1153,94644,2112,2113
4831,2057,94643,2113,2113
4832,3281,94643,2113,2114
4833,4600,94642,2114,2114
4834,6442,94637,2114,2114
4835,7409,94636,2114,2114
4836,5330,94635,2114,2114
4837,9647,94635,2114,2115
4838,4327,94631,2115,2116
4839,1060,94630,2116,2116
4840,8785,94629,2116,2117
4841,7472,94628,2117,2118
4842,1243,94627,2118,2118
4843,3868,94627,2118,2118
4844,798,94626,2118,2119
4845,8565,94626,2119,2120
4846,8799,94625,2120,2120
4847,643,94625,2120,2120
4848,199,94623,2120,2121
4849,9042,94622,2121,2121
4850,6554,94622,2121,2121
4851,7623,94622,2121,2122
4852,9620,94621,2122,2122
4853,8749,94620,2122,2123
4854,968,94615,2123,2123
4855,4614,94614,2123,2123
4856,6445,94613,2123,2124
4857,4327,94611,2124,2124
4858,7347,94608,2124,2125
4859,336,94608,2125,2127
4860,3580,94605,2127,2128
4861,3952,94604,2128,2128
4862,4356,94603,2128,2128
4863,9509,94603,2128,2130
4864,5865,94602,2130,2130
4865,3073,94602,2130,2130
4866,6924,94602,2130,2131
4867,3483,94602,2131,2135
4868,7467,94600,2135,2136
4869,4024,94598,2136,2136
4870,5597,94596,2136,2137
4871,5667,94596,2137,2137
4872,3703,94595,2137,2138
4873,7081,94594,2138,2138
4874,8744,94593,2138,2138
4875,9694,94592,2138,2140
4876,1170,94592,2140,2140
4877,2350,94591,2140,2141
4878,1600,94590,2141,2142
4879,1529,94590,2142,2142
4880,6602,94589,2142,2143
4881,5288,94589,2143,2143
4882,9828,94588,2143,2143
4883,4060,94588,2143,2144
4884,3537,94588,2144,2144
4885,1912,94587,2144,2144
4886,6509,94587,2144,2145
4887,2414,94586,2145,2145
4888,2345,94585,2145,2145
4889,997,94584,2145,2146
4890,3775,94583,2146,2146
4891,3132,94582,2146,2147
4892,7737,94581,2147,2147
4893,9699,94579,2147,2147
4894,6121,94578,2147,2148
4895,7671,94577,2148,2149
4896,1294,94577,2149,2149
4897,2091,94577,2149,2149
4898,415,94575,2149,2150
4899,8022,94574,2150,2151
